licence_ref,description,lcensee_name,trading_name,address_1,address_2,address_3,county
1003976,Marked Fuel Trader's Licence                                                                        ,JONES OIL LTD.,JONES OIL LTD.,MANOR STREET,WATERFORD,NA,CO. WATERFORD
1006061,Marked Fuel Trader's Licence                                                                        ,IMOKILLY OIL CO LTD,DECIE FUELS,THE BURGERY,DUNGARVAN,NA,CO. WATERFORD
1004749,Marked Fuel Trader's Licence                                                                        ,GRIFFINS GARAGE LTD,GRIFFINS GARAGE MACHINERY,KILMACTHOMAS,NA,NA,CO. WATERFORD
1005489,Marked Fuel Trader's Licence                                                                        ,GLANBIA FOODS IRELAND LTD,GLANBIA PLC,GAULTIER,DUNMORE EAST,NA,CO. WATERFORD
1005490,Marked Fuel Trader's Licence                                                                        ,GLANBIA FOODS IRELAND LTD,GLANBIA PLC,BALLINAMULT,NA,NA,CO. WATERFORD
1007306,Marked Fuel Trader's Licence                                                                        ,GLANBIA FOODS IRELAND LTD,GLANBIA FOODS,DURROW,STRADBALLY,NA,CO. WATERFORD
1011184,Marked Fuel Trader's Licence                                                                        ,EMO OIL LTD,EMO OIL LTD,NEWRATH,NA,NA,CO. WATERFORD
1006363,Marked Fuel Trader's Licence                                                                        ,EAST CORK OIL CO LTD,SOUTH OF IRELAND PETROLEUM LTD,TALLOW,NA,NA,CO. WATERFORD
1004680,Marked Fuel Trader's Licence                                                                        ,EAST CORK OIL CO LTD,EAST CORK OIL CO LTD,AGLISH,CAPPOQUIN,NA,CO. WATERFORD
1004685,Marked Fuel Trader's Licence                                                                        ,EAST CORK OIL CO LTD,EAST CORK OIL CO LTD,BALLYMACBERY,NA,NA,CO. WATERFORD
1004681,Marked Fuel Trader's Licence                                                                        ,EAST CORK OIL CO LTD,COMERAGH (NIRE) OIL COMPANY,SHANDON INDUSTRIAL PARK,DUNGARVAN,NA,CO. WATERFORD
1015439,Marked Fuel Trader's Licence                                                                        ,DUNGARVAN AUTOCENTRE LTD,NA,YOUGHAL ROAD,DUNGARVAN,NA,CO. WATERFORD
1011612,Marked Fuel Trader's Licence                                                                        ,DJH FORECOURT LIMITED,KILMEADEN SERVICES,KILMEADEN MAIN STREET,KILMEADEN,NA,CO. WATERFORD
1004155,Marked Fuel Trader's Licence                                                                        ,COAST 2 COAST OILS LTD,NA,CROOKE,PASSAGE EAST,NA,CO. WATERFORD
1005043,Marked Fuel Trader's Licence                                                                        ,AMBER PETROLEUM,NA,WATERFORD ROAD,CLONMEL,NA,CO. WATERFORD
1006293,Marked Fuel Trader's Licence                                                                        ,AMBER PETROLEUM,AMBER PETROLEUM,YOUGHAL ROAD,DUNGARVAN,NA,CO. WATERFORD
1004814,Marked Fuel Trader's Licence                                                                        ,AMBER PETROLEUM,AMBER SERVICE STATION,PADDY BROWNES ROAD,LISDUGGAN,NA,CO. WATERFORD
1011569,Marked Fuel Trader's Licence                                                                        ,WHELAN COALS LTD,WHELAN COALS LTD,DONNELLY'S,KNOCKADRIN,MULLINGAR,CO. WESTMEATH
1010880,Marked Fuel Trader's Licence                                                                        ,WHELAN COALS LTD,WHELAN COALS LTD,LYNN BUSINESS PARK,GROVE STREET,MULLINGAR,CO. WESTMEATH
1006397,Marked Fuel Trader's Licence                                                                        ,WESTON FUELS LTD,WESTON FUELS LTD,OLD MULLINGAR ROAD,KINNEGAD,NA,CO. WESTMEATH
1007837,Marked Fuel Trader's Licence                                                                        ,VALERO ENERGY (IRELAND) LIMITED,VALERO ENERGY (IRELAND) LIMITED,O'REILLYS SERVICE STATION,BALLINALACK,MULLINGAR,CO. WESTMEATH
1005910,Marked Fuel Trader's Licence                                                                        ,TOPAZ (LOCAL FUELS) LIMITED,TOPAZ LOCAL FUELS,LYNN INDUSTRIAL ESTATE,MULLINGAR,NA,CO. WESTMEATH
1005926,Marked Fuel Trader's Licence                                                                        ,THOMAS F FLYNN AND SONS,THOMAS F FLYNN AND SONS,THE DOWN'S,MULLINGAR,NA,CO. WESTMEATH
1010666,Marked Fuel Trader's Licence                                                                        ,THOMAS F FLYNN & SONS LTD,THOMAS F FLYNN & SONS LTD,GARRYCASTLE,ATHLONE,NA,CO. WESTMEATH
1005191,Marked Fuel Trader's Licence                                                                        ,THE WESTERN GEM LTD,THE WESTERN GEM LTD,BALLINALACK,MULLINGAR,NA,CO. WESTMEATH
1004924,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP LAKELAND FUELS,LOUGHSHEEVER CORPORATE PARK,ROBINSTOWN,MULLINGAR,CO. WESTMEATH
1006120,Marked Fuel Trader's Licence                                                                        ,SWEEDON OIL LIMITED,HAMILL OIL,OLD DUBLIN ROAD,MULLINGAR,NA,CO. WESTMEATH
1012205,Marked Fuel Trader's Licence                                                                        ,SPOLLENS SUPERMARKET LIMITED,SPOLLENS SUPERMARKET LIMITED,GLASSON,ATHLONE,NA,CO. WESTMEATH
1009506,Marked Fuel Trader's Licence                                                                        ,SIRIO RETAIL OPERATIONS LIMITED,SIRIO RETAIL OPERATIONS LTD,LONGFORD ROAD,MULLINGAR,NA,CO. WESTMEATH
1014517,Marked Fuel Trader's Licence                                                                        ,SHEENA SHANLEY,SHANLE'Y GARAGE,MAIN STREET,BALLYNACARGY,NA,CO. WESTMEATH
1003932,Marked Fuel Trader's Licence                                                                        ,QUIGLEYS MARINA LTD,NA,KILLINURE POINT,GLASSON,ATHLONE,CO. WESTMEATH
1014881,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,NA,OLD DUBLIN ROAD,KILBEGGAN,NA,CO. WESTMEATH
1004963,Marked Fuel Trader's Licence                                                                        ,MONKSLAND SERVICE STATION LTD,LONDIS/SUPERMACS/MONKSLAND SERVICE STATION,BAYLOUGH,ATHLONE,NA,CO. WESTMEATH
1007877,Marked Fuel Trader's Licence                                                                        ,MILLMOUNT SUPERMARKETS LIMITED,BUCKLEY'S CENTRA,MILLMOUNT,MULLINGAR,NA,CO. WESTMEATH
1006713,Marked Fuel Trader's Licence                                                                        ,MICHAEL MURRAY,WALDERSTOWN SERVICE STATION,WALDERSTOWN,ATHLONE,NA,CO. WESTMEATH
1007200,Marked Fuel Trader's Licence                                                                        ,MAXOL LIMITED,MAXOL LIMITED,MAXOL SERVICE STATION,DUBLIN ROAD,MULLINGAR,CO. WESTMEATH
1015323,Marked Fuel Trader's Licence                                                                        ,MAC'S PLACE LTD,KINNEGAD PLAZA,R148 RELIEF ROAD,KINNEGAD,NA,CO. WESTMEATH
1004857,Marked Fuel Trader's Licence                                                                        ,M 6 SERVICE CENTRE LTD,CENTRA KILBEGGAN,TULLAMORE ROAD,KILBEGGAN,NA,CO. WESTMEATH
1005184,Marked Fuel Trader's Licence                                                                        ,LEONA SMYTH & CO LTD,SMYTH'S GALA,KILLUCAN,MULLINGAR,NA,CO. WESTMEATH
1014469,Marked Fuel Trader's Licence                                                                        ,KLASS OIL DISTRIBUTORS LIMITED,HARMON OIL,APOLLO STATION,GALWAY ROAD,KINNEGAD,CO. WESTMEATH
1005549,Marked Fuel Trader's Licence                                                                        ,KANES AUTO LTD,IRISHTOWN SERVICE STATION,IRISHTOWN,NA,NA,CO. WESTMEATH
1004545,Marked Fuel Trader's Licence                                                                        ,K P A (BALLINALACK) LTD,N4 SERVICE STATION,BALLINLACK,MULLINGAR,NA,CO. WESTMEATH
1004661,Marked Fuel Trader's Licence                                                                        ,JUSTIN EGAN,EGAN'S TOPZ,RATHCONNELL,DELVIN ROAD,MULLINGAR,CO. WESTMEATH
1003929,Marked Fuel Trader's Licence                                                                        ,JONES OIL LTD,JONES OIL LTD,LYNN INDUSTRIAL ESTATE,MULLINGAR,NA,CO. WESTMEATH
1003949,Marked Fuel Trader's Licence                                                                        ,JONES OIL LTD,JONES OIL LTD,CASTLEMAINE STREET,ATHLONE,NA,CO. WESTMEATH
1004289,Marked Fuel Trader's Licence                                                                        ,JBA (MANAGEMENT) LTD,MORANS,TOWNSPARK,DUBLIN ROAD,CASTLEPOLLARD,CO. WESTMEATH
1010281,Marked Fuel Trader's Licence                                                                        ,GERALDINE CLARKE,NA,FINEA,MULLINGAR,NA,CO. WESTMEATH
1011381,Marked Fuel Trader's Licence                                                                        ,ELIZABETH RYAN,NA,MAIN STREET,TYRELLSPASS,NA,CO. WESTMEATH
1010221,Marked Fuel Trader's Licence                                                                        ,E.K. FUELS LTD,NA,BRIDESWELL STREET,ATHLONE,NA,CO. WESTMEATH
1004266,Marked Fuel Trader's Licence                                                                        ,DELVIN SERVICE STATION LTD,EMO - WILLIAMS DAYBREAK,MOYLEROE,DELVIN,NA,CO. WESTMEATH
1004437,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,COOSAN ROAD,ATHLONE,NA,CO. WESTMEATH
1004454,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL LTD,BLYRY INDUSTRIAL ESTATE,ATHLONE,NA,CO. WESTMEATH
1005789,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LIMITED,HOMELAND,MOYDRUM BUSINESS PARK,JUNCTION 9 / CAVAN EXIT,"DUBLIN ROAD, ATHLONE",CO. WESTMEATH
1005709,Marked Fuel Trader's Licence                                                                        ,A. BROWNE LTD,A. BROWNE LTD,DUBLIN ROAD,MOATE,NA,CO. WESTMEATH
1007974,Marked Fuel Trader's Licence                                                                        ,WEXFORD COUNTY COUNCIL,KILMORE QUAY HARBOUR OFFICE,KILMORE QUAY,NA,NA,CO. WEXFORD
1007135,Marked Fuel Trader's Licence                                                                        ,VINCENT SUTTON & CYRIL SUTTON,SUTTON'S FOODSTORE,BLACKWATER,ENNISCORTHY,NA,CO. WEXFORD
1004751,Marked Fuel Trader's Licence                                                                        ,VILLAGE FORECOURT LTD,NA,MAIN STREET,CLONROCHE,ENNISCORTHY,CO. WEXFORD
1004385,Marked Fuel Trader's Licence                                                                        ,VALE OIL CO LTD,VALE OIL,ROSBERCON,NEW ROSS,NA,CO. WEXFORD
1006124,Marked Fuel Trader's Licence                                                                        ,TONY GEELAN,GEELAN'S,WADDINGTOWN,CLEARIESTOWN,NA,CO. WEXFORD
1005984,Marked Fuel Trader's Licence                                                                        ,TOM FOX,TOM FOX,MAIN STREET,TAGHMON,NA,CO. WEXFORD
1015555,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS UNLIMITED COMPANY,TOP OIL,"BALLYHINE LANE,",LARKINS CROSS,NA,CO. WEXFORD
1004985,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP WEXFORD,DUBLIN ROAD,ENNISCORTHY,NA,CO. WEXFORD
1005081,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,WEXFORD SERVICE STATION,1798 ST REDMONDS ROAD,WEXFORD,NA,CO. WEXFORD
1005580,Marked Fuel Trader's Licence                                                                        ,STASIA & SIMON O'DWYER,O'DWYERS DAYBREAK BALLYWILLIAM,BALLYWILLIAM,ENNISCORTHY,NA,CO. WEXFORD
1011834,Marked Fuel Trader's Licence                                                                        ,SIRIO RETAIL OPERATIONS LIMITED,NA,TOMNALOSSETT,ENNISCORTHY,NA,CO. WEXFORD
1010759,Marked Fuel Trader's Licence                                                                        ,SAMADA FUELS LIMITED,NA,DAYBREAK,CHAPEL LANE,ENNISCORTHY,CO. WEXFORD
1012542,Marked Fuel Trader's Licence                                                                        ,SAMADA FUELS LIMITED,DAYBREAK,DAYBREAK,BALLYCULLANE,NEW ROSS,CO. WEXFORD
1006563,Marked Fuel Trader's Licence                                                                        ,ROBERT RACKARD,ROBERT RACKARD,CAIM,ENNISCORTHY,NA,CO. WEXFORD
1005305,Marked Fuel Trader's Licence                                                                        ,ROADSTONE  LTD,ROADSTONE  LTD,BROWNSWOOD,ENNISCORTHY,NA,CO. WEXFORD
1005197,Marked Fuel Trader's Licence                                                                        ,RICHARD DOWNES,NA,WELLS,GOREY,NA,CO. WEXFORD
1011630,Marked Fuel Trader's Licence                                                                        ,RATH FAMILY STORES LIMITED,NA,BALLYGARRETT,GOREY,NA,CO. WEXFORD
1009299,Marked Fuel Trader's Licence                                                                        ,PF LAMBERT & SONS LIMITED,PF LAMBERT & SONS LIMITED,MAIN STREET,CAMOLIN,NA,CO. WEXFORD
1004504,Marked Fuel Trader's Licence                                                                        ,PATRICK POWER,THE TRADING POST,BALLINAMONA,BALLAGHKEEN,ENNISCORTHY,CO. WEXFORD
1005916,Marked Fuel Trader's Licence                                                                        ,PAT MURPHY OIL LTD,PAT MURPHY OIL LTD,ASHFIELD,RATHNURE LOWER,ENNISCORTHY,CO. WEXFORD
1005891,Marked Fuel Trader's Licence                                                                        ,ONTRAC SERVICE STATION,CARTONS PITSTOP,CLONHENRITT,CAMOLIN,ENNISCORTHY,CO. WEXFORD
1007921,Marked Fuel Trader's Licence                                                                        ,NT SHARED SERVICES LIMITED,NA,OAKLANDS,NEW ROSS,NA,CO. WEXFORD
1009312,Marked Fuel Trader's Licence                                                                        ,NOEL STAFFORD LIMITED,NOEL STAFFORD LTD,ROCHESTOWN,WELLINGTONBRIDGE,NA,CO. WEXFORD
1006359,Marked Fuel Trader's Licence                                                                        ,NOEL MURPHY,MURPHYS GALA,KILANERIN,GOREY,NA,CO. WEXFORD
1006043,Marked Fuel Trader's Licence                                                                        ,NEW LINE OIL CO LTD,NA,THE DIRR,BRIDGETOWN,NA,CO. WEXFORD
